Loai,Gia(USD),So phong ngu,So phong tam,Dien tich(feet),Khu vuc,Duong,Vi do,Kinh do,Khu vuc ma hoa,duong ma hoa
Co-op for sale,1799.995,2,2,2184,New York County,Manhattan,40.7708932,-73.9586258,1,4
House for sale,250.0,3,2,1224,New York,Queens,40.6505528,-73.8316736,0,11
Pending,668.0,3,2,1606,New York,Queens,40.7299787,-73.7310756,0,11
House for sale,699.9,3,2,1470,New York,Staten Island,40.6153952,-74.1610855,0,1
Condo for sale,2265.0,2,2,1123,New York County,Manhattan,40.710456,-73.991235,1,4
Co-op for sale,459.0,2,1,950,Queens County,Flushing,40.7607942,-73.8258766,5,8
Multi-family home for sale,1369.0,4,2,2900,New York,Staten Island,40.5239722,-74.2213406,0,1
House for sale,879.0,4,2,2184,New York,Queens,40.7294367,-73.7125595,0,11
Condo for sale,559.0,1,1,679,New York,East 110th Street,40.7945743,-73.9434214,0,56
Multi-family home for sale,869.888,4,3,2184,New York,Queens,40.7019014,-73.8256776,0,11
House for sale,799.888,3,2,2184,New York,Queens,40.7138975,-73.8970229,0,11
House for sale,749.0,4,1,1040,New York,Staten Island,40.6165347,-74.1507186,0,1
House for sale,499.0,2,3,2184,New York,Queens,40.6886004,-73.7568067,0,11
House for sale,1295.0,3,4,2193,New York County,Manhattan,40.7895034,-73.9769713,1,4
Pending,879.9,3,2,2242,New York,Staten Island,40.5409077,-74.1964937,0,1
Co-op for sale,400.0,2,2,1150,New York,The Bronx,40.8131429,-73.808397,0,16
Multi-family home for sale,699.999,6,2,2184,New York,The Bronx,40.8524948,-73.9151397,0,16
Condo for sale,289.0,1,1,666,Kings County,East New York,40.6541622,-73.8846778,3,57
Condo for sale,699.0,1,1,616,Kings County,Bedford-Stuyvesant,40.6826476,-73.9434923,3,34
Land for sale,5.8,3,2,2184,Kings County,Flatlands,40.618915,-73.931211,3,58
Foreclosure,479.0,6,2,3100,New York,Staten Island,40.6268305,-74.1471405,0,1
Condo for sale,1355.0,2,2,1002,Kings County,Bedford-Stuyvesant,40.6826476,-73.9434923,3,34
Condo for sale,1225.0,2,2,882,Kings County,Bedford-Stuyvesant,40.6826476,-73.9434923,3,34
Co-op for sale,105.0,3,1,656,Bronx County,East Bronx,40.8560699,-73.8688751,4,49
House for sale,300.0,3,1,952,United States,Kings County,40.6162917,-73.929914,7,19
Multi-family home for sale,799.0,5,3,2400,New York,The Bronx,40.8181836,-73.812739,0,16
Co-op for sale,202.0,2,1,1453,Queens County,Bayside,40.7802813,-73.7818912,5,39
Contingent,720.0,3,2,1430,New York,Staten Island,40.6149561,-74.0745548,0,1
House for sale,600.0,5,2,2184,New York,Brooklyn,40.6422956,-73.972787,0,3
Co-op for sale,599.0,3,1,1200,Kings County,Bay Ridge,40.6279352,-74.0260154,3,37
Condo for sale,235.0,2,1,860,Richmond County,Mid Island,40.6192765,-74.09515,6,25
Co-op for sale,319.0,3,1,960,New York,Queens,40.7598591,-73.7290086,0,11
Multi-family home for sale,950.0,12,6,2184,New York,Queens,40.7000145,-73.9010076,0,11
Multi-family home for sale,1088.888,4,2,2184,New York,Queens,40.7860789,-73.7928524,0,11
House for sale,1250.0,4,4,3300,New York,Staten Island,40.5675492,-74.140764,0,1
Land for sale,650.0,3,2,2184,New York,Brooklyn,40.6799197,-73.8839962,0,3
House for sale,774.888,3,2,960,New York,Staten Island,40.5525576,-74.1709014,0,1
Co-op for sale,105.509,1,1,650,Bronx County,Spuyten Duyvil,40.879078,-73.9175196,4,36
Multi-family home for sale,995.0,5,2,2184,New York,Brooklyn,40.6862289,-73.9364224,0,3
Multi-family home for sale,995.0,5,2,2184,New York,Brooklyn,40.6862289,-73.9364224,0,3
House for sale,769.0,4,2,1728,New York,The Bronx,40.8152029,-73.8154969,0,16
Co-op for sale,395.995,2,1,1100,Bronx County,North Riverdale,40.9048823,-73.9051113,4,13
For sale,975.0,1,2,900,New York County,Manhattan,40.7585686,-73.9669708,1,4
House for sale,499.999,2,1,1744,New York,The Bronx,40.8549429,-73.7908303,0,16
Co-op for sale,1649.0,2,2,2184,New York County,Manhattan,40.777244,-73.9868738,1,4
Co-op for sale,365.0,2,1,2184,Queens County,Jamaica,40.7083799,-73.8290102,5,35
Pending,748.999,3,2,1620,New York,Staten Island,40.606691,-74.0724094,0,1
House for sale,635.0,3,2,2184,New York,Queens,40.6933533,-73.7503369,0,11
Co-op for sale,149.0,3,1,400,New York County,Manhattan,40.7276196,-73.9848906,1,4
House for sale,1099.0,5,2,1760,New York,Queens,40.6481943,-73.8452374,0,11
Multi-family home for sale,1529.999,6,5,2400,New York,Queens,40.6780476,-73.8056181,0,11
House for sale,675.0,3,1,1404,New York,Staten Island,40.6333513,-74.1021333,0,1
House for sale,2650.0,6,6,2184,New York,Queens,40.660323,-73.8455929,0,11
House for sale,420.0,3,1,2184,New York,Queens,40.6784764,-73.8476859,0,11
Land for sale,2999.95,3,2,2184,New York,Brooklyn,40.6444117,-73.9100389,0,3
Townhouse for sale,559.9,3,2,980,New York,Staten Island,40.5132339,-74.1959753,0,1
House for sale,549.0,3,1,2184,New York,Queens,40.6776809,-73.8166457,0,11
Land for sale,999.0,3,2,950,New York,Queens,40.7644631,-73.8297531,0,11
Land for sale,289.0,3,2,2184,New York,The Bronx,40.842629,-73.8665973,0,16
Land for sale,790.0,3,2,2184,New York,Queens,40.7827104,-73.8457691,0,11
House for sale,2295.0,7,4,3632,New York,New York,40.8180374,-73.9436858,0,2
House for sale,1150.0,3,4,3000,New York,Staten Island,40.5343966,-74.1582874,0,1
Land for sale,350.0,3,2,2184,New York,Brooklyn,40.6753179,-73.9008593,0,3
Land for sale,450.0,3,2,2184,New York,The Bronx,40.89582,-73.9110766,0,16
Land for sale,2999.999,3,2,2184,New York,Queens,40.7051444,-73.8030054,0,11
Land for sale,2500.0,3,2,2184,New York,Brooklyn,40.578639,-73.965449,0,3
Land for sale,350.0,3,2,2184,New York,Brooklyn,40.5844107,-73.9380366,0,3
Land for sale,150.0,3,2,2184,New York,Staten Island,40.6171535,-74.0890497,0,1
Land for sale,150.0,3,2,2184,New York,Staten Island,40.6170275,-74.0893192,0,1
Co-op for sale,235.0,3,2,1400,Queens County,Jamaica,40.7142299,-73.8152,5,35
Land for sale,199.0,3,2,2184,United States,Queens County,40.6511537,-73.8284146,7,59
Land for sale,2000.0,3,2,2184,New York,The Bronx,40.8492324,-73.8914043,0,16
Land for sale,2200.0,3,2,2184,New York,Queens,40.7185125,-73.834819,0,11
Land for sale,650.0,3,2,2184,New York,Queens,40.759972,-73.9173868,0,11
Land for sale,149.0,3,2,2184,New York,Staten Island,40.5742632,-74.086609,0,1
House for sale,215.0,4,2,2000,New York,Brooklyn,40.6694978,-73.8897534,0,3
Land for sale,799.999,3,2,2184,New York,Brooklyn,40.6789582,-73.9203193,0,3
House for sale,299.0,5,2,2184,New York,Queens,40.593404,-73.775651,0,11
Land for sale,265.0,3,2,2184,New York,Brooklyn,40.6743408,-73.9056237,0,3
Land for sale,795.0,3,2,2184,New York,The Bronx,40.8457524,-73.9059682,0,16
Land for sale,1245.0,3,2,2184,New York,The Bronx,40.902657,-73.901871,0,16
Land for sale,549.0,3,2,2184,New York,Brooklyn,40.699454,-73.924234,0,3
Townhouse for sale,2850.0,4,4,4080,New York,Queens,40.7639241,-73.9190583,0,11
Co-op for sale,215.0,2,2,747,New York,The Bronx,40.8233271,-73.8110122,0,16
Land for sale,299.0,3,2,2184,New York,Brooklyn,40.6415965,-73.9105958,0,3
House for sale,275.0,2,1,1104,New York,The Bronx,40.8409818,-73.8292936,0,16
Multi-family home for sale,898.0,6,3,2100,New York,Staten Island,40.5586967,-74.1351001,0,1
Co-op for sale,275.0,2,1,900,Bronx County,Pelham Bay,40.8554764,-73.8287193,4,60
House for sale,599.0,4,2,1682,New York,Queens,40.6747343,-73.8239749,0,11
Condo for sale,189.0,1,1,730,Richmond County,Shore Acres,40.6109595,-74.060351,6,38
Multi-family home for sale,678.99,3,3,1575,New York,Staten Island,40.6012318,-74.1300175,0,1
House for sale,800.0,3,2,1824,New York,Brooklyn,40.608799,-73.9128174,0,3
Condo for sale,549.0,3,2,1092,New York,Staten Island,40.6221107,-74.1499982,0,1
House for sale,849.0,3,2,2000,New York,Staten Island,40.5528489,-74.1699382,0,1
Pending,675.0,3,2,2184,New York,Brooklyn,40.6428139,-73.9451438,0,3
House for sale,130.0,3,2,664,New York,Staten Island,40.6330671,-74.1659477,0,1
House for sale,759.999,4,2,2184,New York,Queens,40.7083753,-73.787158,0,11
Contingent,489.0,2,1,978,New York,Staten Island,40.546573,-74.213449,0,1
Multi-family home for sale,799.9,5,2,1750,New York,Brooklyn,40.5956263,-73.933927,0,3
Co-op for sale,295.0,3,1,2184,Queens County,Howard Beach,40.6633466,-73.8542803,5,61
Co-op for sale,159.0,2,1,1010,New York,The Bronx,40.8762047,-73.8603621,0,16
House for sale,999.5,3,2,1144,New York,Queens,40.784332,-73.8045713,0,11
Contingent,589.0,3,2,2310,New York,Staten Island,40.6426635,-74.1108512,0,1
Condo for sale,329.0,2,1,850,New York,Staten Island,40.6316141,-74.0858954,0,1
House for sale,799.0,3,2,1881,New York,Brooklyn,40.6402886,-73.9463493,0,3
House for sale,1188.0,4,2,1580,New York,Brooklyn,40.6198659,-74.0087151,0,3
House for sale,729.0,3,2,1400,New York,The Bronx,40.846624,-73.8520911,0,16
Contingent,614.9,3,2,1495,New York,Staten Island,40.6142391,-74.0884134,0,1
House for sale,599.0,4,2,1500,New York,The Bronx,40.8972473,-73.868898,0,16
Multi-family home for sale,950.0,6,2,2184,New York,Queens,40.7608129,-73.8669195,0,11
Land for sale,348.0,3,2,2184,New York,Staten Island,40.575138,-74.090531,0,1
Condo for sale,965.0,3,1,540,Kings County,Downtown Brooklyn,40.6903851,-73.9825343,3,62
Multi-family home for sale,1095.0,4,4,2280,New York,Staten Island,40.5505648,-74.1599018,0,1
Condo for sale,2295.0,2,2,1242,New York County,Manhattan,40.7241501,-74.0080814,1,4
Co-op for sale,49.5,3,2,800,Bronx County,City Island,40.8432844,-73.7846028,4,63
House for sale,460.0,3,3,2256,New York,Brooklyn,40.641648,-73.9064568,0,3
Multi-family home for sale,825.0,12,6,2184,New York,Brooklyn,40.6739463,-73.885344,0,3
House for sale,1230.25,3,2,1590,New York,Queens,40.7120962,-73.8518076,0,11
House for sale,799.999,3,2,1344,New York,Brooklyn,40.6099147,-73.9287144,0,3
Co-op for sale,259.5,2,1,2184,Queens County,Kew Gardens,40.7121373,-73.8277084,5,45
Multi-family home for sale,1300.0,15,6,4920,New York,Brooklyn,40.6411388,-73.9478417,0,3
Condo for sale,749.0,2,2,1300,Queens County,Bayside,40.7874921,-73.7858086,5,39
House for sale,265.0,2,1,660,New York,Staten Island,40.5849224,-74.0968781,0,1
House for sale,575.0,2,1,900,New York,Queens,40.5809134,-73.8302012,0,11
Multi-family home for sale,849.0,4,2,2180,New York,The Bronx,40.8528127,-73.8312235,0,16
House for sale,875.0,2,2,1214,New York,Queens,40.7565472,-73.7339718,0,11
House for sale,599.999,3,2,1360,New York,Staten Island,40.613911,-74.133028,0,1
Multi-family home for sale,1150.0,5,3,2184,New York,Queens,40.6542535,-73.8350556,0,11
Pending,1188.0,4,2,3840,New York,Staten Island,40.5929709,-74.0937822,0,1
Foreclosure,579.9,3,2,2640,New York,Staten Island,40.6422293,-74.0830445,0,1
Multi-family home for sale,1295.0,4,3,2440,New York,Queens,40.78403,-73.80579,0,11
House for sale,250.0,3,1,1376,New York,Brooklyn,40.6212165,-73.9324344,0,3
Land for sale,1395.0,3,2,2184,New York,The Bronx,40.9007702,-73.9110778,0,16
Townhouse for sale,1648.0,3,4,1751,New York,Queens,40.7179519,-73.8427778,0,11
House for sale,1675.0,4,5,2184,New York,Queens,40.7169141,-73.7831551,0,11
House for sale,950.0,3,2,1748,New York,Queens,40.7188985,-73.8587988,0,11
Co-op for sale,449.5,1,1,2184,New York,New York,40.7278952,-73.9998294,0,2
Pending,184.888,3,1,500,Queens County,Rego Park,40.7343409,-73.859014,5,14
Condo for sale,399.0,3,1,500,New York County,Manhattan,40.8374911,-73.9456039,1,4
Co-op for sale,209.0,1,1,1078,Bronx County,Fieldston,40.8915963,-73.8989828,4,64
Co-op for sale,280.0,3,2,1100,Bronx County,Westchester Square,40.8409736,-73.8456248,4,65
House for sale,625.0,3,2,2184,New York,Queens,40.6765364,-73.8351774,0,11
Co-op for sale,275.0,3,1,2184,New York County,Manhattan,40.7772579,-73.9476695,1,4
Multi-family home for sale,924.8,4,3,2049,New York,Staten Island,40.5075446,-74.2461088,0,1
House for sale,1300.0,6,4,2112,New York,Queens,40.7645123,-73.7595302,0,11
Multi-family home for sale,995.0,5,2,2288,New York,Staten Island,40.5501403,-74.1810379,0,1
Townhouse for sale,695.0,3,2,1793,New York,Staten Island,40.5763909,-74.1631382,0,1
Townhouse for sale,695.0,3,2,1793,New York,Staten Island,40.5763909,-74.1631382,0,1
Multi-family home for sale,998.0,5,3,1738,New York,Queens,40.6898026,-73.836542,0,11
Multi-family home for sale,899.0,7,3,1980,New York,Staten Island,40.6275175,-74.1233766,0,1
Multi-family home for sale,849.0,6,5,2184,New York,Queens,40.669692,-73.8003434,0,11
Co-op for sale,235.0,3,1,2184,Queens County,Rockaway Park,40.576751,-73.8398387,5,66
House for sale,399.999,2,1,2184,New York,Queens,40.5853532,-73.8227113,0,11
House for sale,520.0,4,2,1701,New York,Brooklyn,40.6781418,-73.9250576,0,3
Condo for sale,485.0,3,2,2184,Kings County,Canarsie,40.6479766,-73.8936697,3,54
Co-op for sale,215.0,3,1,1100,Kings County,Midwood,40.622324,-73.9695073,3,6
Multi-family home for sale,1288.0,6,5,2640,New York,Staten Island,40.5294592,-74.1903024,0,1
Co-op for sale,270.0,2,2,900,Queens County,Jackson Heights,40.7562792,-73.8758052,5,18
Co-op for sale,375.0,2,2,1200,Bronx County,Riverdale,40.8876529,-73.909649,4,67
Co-op for sale,565.0,1,1,2184,Kings County,Park Slope,40.6733809,-73.9732475,3,29
Multi-family home for sale,849.0,4,3,2184,New York,Brooklyn,40.6895034,-73.8684501,0,3
Co-op for sale,199.0,2,1,2184,Queens County,Jamaica,40.7092156,-73.7912209,5,35
House for sale,899.0,4,2,2184,New York,Queens,40.7646585,-73.780903,0,11
House for sale,699.0,3,2,2350,New York,Brooklyn,40.6095856,-73.9253159,0,3
House for sale,739.0,3,1,1148,New York,Queens,40.7386816,-73.7202723,0,11
Multi-family home for sale,425.0,3,2,1700,New York,The Bronx,40.8817944,-73.8617772,0,16
Co-op for sale,300.0,2,1,900,Richmond County,Mid Island,40.6479387,-74.0852701,6,25
House for sale,569.0,3,3,1780,New York,The Bronx,40.8147819,-73.8265252,0,16
House for sale,789.0,5,3,1273,New York,Queens,40.7084501,-73.7316272,0,11
Co-op for sale,350.0,2,1,825,Kings County,Williamsburg,40.711175,-73.957086,3,23
Multi-family home for sale,1250.0,7,4,2184,New York,Brooklyn,40.6468782,-74.0136737,0,3
Townhouse for sale,1499.999,4,2,2264,New York,Brooklyn,40.6087059,-73.9290715,0,3
Multi-family home for sale,1488.0,6,2,2184,New York,Brooklyn,40.624169,-74.010925,0,3
Land for sale,285.0,3,2,2184,New York,Queens,40.5607533,-73.9207539,0,11
Multi-family home for sale,699.0,3,3,2184,New York,Queens,40.6793322,-73.8130504,0,11
House for sale,924.9,3,2,1404,New York,Brooklyn,40.6094348,-73.9777343,0,3
Foreclosure,560.0,4,2,2318,New York,The Bronx,40.8056419,-73.9229736,0,16
Multi-family home for sale,1998.0,12,8,5100,New York,Brooklyn,40.5745179,-74.0068304,0,3
Pending,309.0,3,2,2184,Queens County,Howard Beach,40.6674344,-73.8479327,5,61
Multi-family home for sale,925.0,4,2,2160,New York,The Bronx,40.8616602,-73.8421016,0,16
House for sale,999.0,4,2,2184,New York,Queens,40.7365353,-73.7913358,0,11
Condo for sale,699.0,2,2,833,Queens County,Bayside,40.7873388,-73.7794685,5,39
Co-op for sale,278.5,2,1,2184,Queens County,Rego Park,40.7267837,-73.8587799,5,14
Co-op for sale,738.0,3,2,2184,New York County,Manhattan,40.7595774,-73.964779,1,4
House for sale,900.0,4,4,2700,New York,Queens,40.6110299,-73.8195062,0,11
Co-op for sale,369.0,1,1,1470,Queens County,Rockaway Park,40.5756358,-73.8423199,5,66
House for sale,609.0,3,2,1620,New York,The Bronx,40.8165837,-73.8006996,0,16
Condo for sale,758.0,3,2,1278,New York,Queens,40.7928823,-73.8449212,0,11
Condo for sale,728.0,3,2,1890,New York,Staten Island,40.55065,-74.193355,0,1
House for sale,314.9,3,3,1200,New York,Brooklyn,40.6744942,-73.8883757,0,3
House for sale,2848.0,6,2,4443,New York,Queens,40.7202893,-73.7786927,0,11
House for sale,1298.0,3,2,2046,New York,Queens,40.7239521,-73.8747783,0,11
Co-op for sale,1095.0,4,4,2500,New York,Queens,40.7564761,-73.7212008,0,11
Condo for sale,434.9,3,2,1286,Richmond County,Bulls Head,40.6085756,-74.1610387,6,68
Co-op for sale,375.0,2,2,1350,Bronx County,Hudson Hill,40.8938465,-73.9091368,4,47
Multi-family home for sale,1375.0,14,8,6000,New York,The Bronx,40.8485623,-73.8574586,0,16
Co-op for sale,549.0,2,2,1200,Queens County,Forest Hills,40.724514,-73.8458441,5,15
House for sale,549.0,3,1,1400,New York,Staten Island,40.6368544,-74.1124571,0,1
House for sale,950.0,3,2,1520,New York,Queens,40.7157274,-73.8563447,0,11
Condo for sale,388.0,3,1,2184,New York County,Manhattan,40.7162732,-73.9849864,1,4
Multi-family home for sale,1600.0,8,6,3472,New York,Queens,40.7189686,-73.8626041,0,11
Multi-family home for sale,1399.0,6,2,2184,New York,Queens,40.721725,-73.8839773,0,11
House for sale,399.0,3,2,1350,New York,Queens,40.6798316,-73.82277,0,11
Pending,529.9,1,1,630,Kings County,Downtown Brooklyn,40.6985714,-73.9881911,3,62
Pending,999.0,5,2,2184,New York,Queens,40.7227469,-73.8941061,0,11
Condo for sale,575.0,2,2,2184,Queens County,Elmhurst,40.7373082,-73.878333,5,9
Pending,659.9,3,4,2184,Queens County,Bayside,40.7855084,-73.7762312,5,39
Townhouse for sale,2200.0,6,3,2385,New York,Brooklyn,40.6621056,-73.9857576,0,3
Multi-family home for sale,898.888,5,2,1550,New York,Queens,40.7282381,-73.7158123,0,11
House for sale,1250.0,5,4,3427,New York,Staten Island,40.5395581,-74.2229079,0,1
Multi-family home for sale,1188.0,3,2,2240,New York,Brooklyn,40.6085532,-73.998257,0,3
Multi-family home for sale,869.999,5,3,2080,New York,Staten Island,40.6005525,-74.1314512,0,1
Co-op for sale,219.0,3,1,1050,Kings County,Gerritsen Beach,40.5988908,-73.9334675,3,69
House for sale,210.0,3,2,1840,New York,Brooklyn,40.664748,-73.884184,0,3
Multi-family home for sale,799.0,6,2,2184,New York,Brooklyn,40.6672674,-73.8686224,0,3
Co-op for sale,298.0,3,2,1100,Bronx County,East Bronx,40.8363242,-73.8654755,4,49
House for sale,1248.888,4,4,3500,New York,Staten Island,40.5646314,-74.1243252,0,1
Pending,1075.0,2,2,955,New York County,Manhattan,40.8061576,-73.9550949,1,4
Pending,1695.0,2,2,1572,Kings County,Crown Heights,40.6750114,-73.9554645,3,70
Condo for sale,550.0,2,2,2184,Queens County,Flushing,40.7135475,-73.895855,5,8
Co-op for sale,775.0,3,1,2184,New York County,Manhattan,40.7313539,-74.0050572,1,4
Foreclosure,249.9,2,2,800,New York,Staten Island,40.6189484,-74.1071576,0,1
House for sale,650.0,4,1,1152,New York,Staten Island,40.5663057,-74.1529549,0,1
Co-op for sale,410.0,1,1,2184,Kings County,Fort Hamilton,40.6249201,-74.0404698,3,12
Multi-family home for sale,1650.0,9,5,4320,New York,Brooklyn,40.5906586,-73.9818321,0,3
Pending,1600.0,2,2,1100,New York County,Manhattan,40.7448219,-73.9944632,1,4
Co-op for sale,325.0,2,1,2184,Queens County,Flushing,40.7280894,-73.8494828,5,8
Contingent,275.0,2,1,900,Richmond County,New Dorp,40.5735927,-74.1200228,6,71
House for sale,700.0,3,2,1620,New York,The Bronx,40.8844018,-73.9028342,0,16
House for sale,930.0,3,2,2184,New York,Queens,40.7555333,-73.9016851,0,11
Condo for sale,379.0,1,2,704,Bronx County,City Island,40.845063,-73.783581,4,63
House for sale,1150.0,3,2,1376,New York,Brooklyn,40.6149237,-73.9789281,0,3
Co-op for sale,568.888,3,2,1100,New York,Queens,40.7322223,-73.8588845,0,11
House for sale,1200.0,4,3,2052,New York,Staten Island,40.59194,-74.1087406,0,1
Foreclosure,899.9,3,3,2550,New York,Staten Island,40.5499354,-74.1709931,0,1
Condo for sale,799.999,3,2,1200,Queens County,Bayside,40.7859137,-73.7868778,5,39
Multi-family home for sale,300.0,3,4,2184,New York,Brooklyn,40.6601546,-73.9163716,0,3
Foreclosure,750.0,4,3,3098,New York,Staten Island,40.5758238,-74.1227343,0,1
House for sale,669.999,4,2,1196,New York,Staten Island,40.5598117,-74.1585168,0,1
Contingent,575.0,2,1,1200,New York,Staten Island,40.6337278,-74.0936101,0,1
Co-op for sale,299.0,3,1,2184,Kings County,Sheepshead Bay,40.5987787,-73.9350489,3,43
House for sale,548.8,3,4,1440,New York,Staten Island,40.6409456,-74.0859933,0,1
Co-op for sale,259.0,2,1,2184,Queens County,Kew Gardens,40.7041499,-73.83371,5,45
Co-op for sale,425.0,2,1,2184,Queens County,Forest Hills,40.7226099,-73.8495,5,15
House for sale,950.0,4,2,2200,New York,Brooklyn,40.6795412,-73.8904428,0,3
Co-op for sale,185.0,2,1,600,New York County,Manhattan,40.833945,-73.9432359,1,4
